sequence,color_space,umap_components,original_feature_dim,umap_applied,crop_center_ratio,crop_method,experiment_stage,positive_label,negative_label,true_positive,false_positive,true_negative,false_negative,accuracy,num_samples
F_20200220_1_0750_0780,h,48,800,True,0.8,center,umap_color,1,0,102,63,102,63,0.6181818181818182,330
F_20200220_1_0750_0780,rgb,8,864,True,0.8,center,umap_color,1,0,97,64,101,68,0.6,330
F_20200220_1_0750_0780,rgb,13,864,True,0.8,center,umap_color,1,0,92,63,102,73,0.5878787878787879,330
F_20200220_1_0750_0780,rgb,18,864,True,0.8,center,umap_color,1,0,92,62,103,73,0.5909090909090909,330
F_20200220_1_0750_0780,rgb,23,864,True,0.8,center,umap_color,1,0,106,64,101,59,0.6272727272727273,330
F_20200220_1_0750_0780,rgb,28,864,True,0.8,center,umap_color,1,0,108,73,92,57,0.6060606060606061,330
F_20200220_1_0750_0780,rgb,33,864,True,0.8,center,umap_color,1,0,98,63,102,67,0.6060606060606061,330
F_20200220_1_0750_0780,rgb,38,864,True,0.8,center,umap_color,1,0,104,65,100,61,0.6181818181818182,330
F_20200220_1_0750_0780,rgb,43,864,True,0.8,center,umap_color,1,0,92,61,104,73,0.593939393939394,330
F_20200220_1_0750_0780,rgb,48,864,True,0.8,center,umap_color,1,0,99,66,99,66,0.6,330
F_20200220_1_0780_0810,h,3,800,True,0.8,center,umap_color,1,0,73,58,107,92,0.5454545454545454,330
F_20200220_1_0780_0810,h,8,800,True,0.8,center,umap_color,1,0,85,59,106,80,0.5787878787878787,330
F_20200220_1_0780_0810,h,18,800,True,0.8,center,umap_color,1,0,76,58,107,89,0.5545454545454546,330
F_20200220_1_0780_0810,h,13,800,True,0.8,center,umap_color,1,0,72,57,108,93,0.5454545454545454,330
F_20200220_1_0780_0810,h,28,800,True,0.8,center,umap_color,1,0,71,56,109,94,0.5454545454545454,330
F_20200220_1_0780_0810,h,23,800,True,0.8,center,umap_color,1,0,84,58,107,81,0.5787878787878787,330
F_20200220_1_0780_0810,h,38,800,True,0.8,center,umap_color,1,0,70,58,107,95,0.5363636363636364,330
F_20200220_1_0780_0810,h,33,800,True,0.8,center,umap_color,1,0,71,58,107,94,0.5393939393939394,330
F_20200220_1_0780_0810,h,43,800,True,0.8,center,umap_color,1,0,71,57,108,94,0.5424242424242425,330
F_20200220_1_0780_0810,h,48,800,True,0.8,center,umap_color,1,0,71,57,108,94,0.5424242424242425,330
F_20200220_1_0780_0810,rgb,3,864,True,0.8,center,umap_color,1,0,74,59,106,91,0.5454545454545454,330
F_20200220_1_0780_0810,rgb,8,864,True,0.8,center,umap_color,1,0,72,58,107,93,0.5424242424242425,330
F_20200220_1_0780_0810,rgb,13,864,True,0.8,center,umap_color,1,0,70,58,107,95,0.5363636363636364,330
F_20200220_1_0780_0810,rgb,18,864,True,0.8,center,umap_color,1,0,73,57,108,92,0.5484848484848485,330
F_20200220_1_0780_0810,rgb,23,864,True,0.8,center,umap_color,1,0,72,57,108,93,0.5454545454545454,330
F_20200220_1_0780_0810,rgb,28,864,True,0.8,center,umap_color,1,0,70,58,107,95,0.5363636363636364,330
F_20200220_1_0780_0810,rgb,33,864,True,0.8,center,umap_color,1,0,71,57,108,94,0.5424242424242425,330
F_20200220_1_0780_0810,rgb,38,864,True,0.8,center,umap_color,1,0,70,58,107,95,0.5363636363636364,330
F_20200220_1_0780_0810,rgb,43,864,True,0.8,center,umap_color,1,0,86,60,105,79,0.5787878787878787,330
F_20200220_1_0780_0810,rgb,48,864,True,0.8,center,umap_color,1,0,71,58,107,94,0.5393939393939394,330
F_20200220_1_0810_0840,h,3,800,True,0.8,center,umap_color,1,0,76,71,94,89,0.5151515151515151,330
F_20200220_1_0810_0840,h,23,800,True,0.8,center,umap_color,1,0,73,71,94,92,0.5060606060606061,330
F_20200220_1_0810_0840,h,8,800,True,0.8,center,umap_color,1,0,93,92,73,72,0.503030303030303,330
F_20200220_1_0810_0840,h,33,800,True,0.8,center,umap_color,1,0,71,71,94,94,0.5,330
F_20200220_1_0810_0840,h,18,800,True,0.8,center,umap_color,1,0,97,95,70,68,0.5060606060606061,330
F_20200220_1_0810_0840,h,28,800,True,0.8,center,umap_color,1,0,95,94,71,70,0.503030303030303,330
F_20200220_1_0810_0840,h,13,800,True,0.8,center,umap_color,1,0,72,70,95,93,0.5060606060606061,330
F_20200220_1_0810_0840,h,38,800,True,0.8,center,umap_color,1,0,72,71,94,93,0.503030303030303,330
F_20200220_1_0810_0840,h,43,800,True,0.8,center,umap_color,1,0,72,71,94,93,0.503030303030303,330
F_20200220_1_0810_0840,h,48,800,True,0.8,center,umap_color,1,0,73,71,94,92,0.5060606060606061,330
F_20200220_1_0810_0840,rgb,3,864,True,0.8,center,umap_color,1,0,76,70,95,89,0.5181818181818182,330
F_20200220_1_0810_0840,rgb,8,864,True,0.8,center,umap_color,1,0,74,71,94,91,0.509090909090909,330
F_20200220_1_0810_0840,rgb,13,864,True,0.8,center,umap_color,1,0,94,92,73,71,0.5060606060606061,330
F_20200220_1_0810_0840,rgb,18,864,True,0.8,center,umap_color,1,0,96,94,71,69,0.5060606060606061,330
F_20200220_1_0810_0840,rgb,23,864,True,0.8,center,umap_color,1,0,76,73,92,89,0.509090909090909,330
F_20200220_1_0810_0840,rgb,28,864,True,0.8,center,umap_color,1,0,74,73,92,91,0.503030303030303,330
F_20200220_1_0810_0840,rgb,33,864,True,0.8,center,umap_color,1,0,75,73,92,90,0.5060606060606061,330
F_20200220_1_0810_0840,rgb,38,864,True,0.8,center,umap_color,1,0,72,71,94,93,0.503030303030303,330
F_20200220_1_0810_0840,rgb,43,864,True,0.8,center,umap_color,1,0,72,71,94,93,0.503030303030303,330
F_20200220_1_0810_0840,rgb,48,864,True,0.8,center,umap_color,1,0,78,75,90,87,0.509090909090909,330
F_20200220_1_0840_0870,h,8,800,True,0.8,center,umap_color,1,0,117,76,89,48,0.6242424242424243,330
F_20200220_1_0840_0870,h,23,800,True,0.8,center,umap_color,1,0,74,37,128,91,0.6121212121212121,330
F_20200220_1_0840_0870,h,18,800,True,0.8,center,umap_color,1,0,76,38,127,89,0.6151515151515151,330
F_20200220_1_0840_0870,h,13,800,True,0.8,center,umap_color,1,0,114,75,90,51,0.6181818181818182,330
F_20200220_1_0840_0870,h,3,800,True,0.8,center,umap_color,1,0,117,73,92,48,0.6333333333333333,330
F_20200220_1_0840_0870,h,28,800,True,0.8,center,umap_color,1,0,75,36,129,90,0.6181818181818182,330
F_20200220_1_0840_0870,h,33,800,True,0.8,center,umap_color,1,0,117,76,89,48,0.6242424242424243,330
F_20200220_1_0840_0870,h,38,800,True,0.8,center,umap_color,1,0,115,77,88,50,0.6151515151515151,330
F_20200220_1_0840_0870,h,43,800,True,0.8,center,umap_color,1,0,119,77,88,46,0.6272727272727273,330
F_20200220_1_0840_0870,h,48,800,True,0.8,center,umap_color,1,0,119,78,87,46,0.6242424242424243,330
F_20200220_1_0840_0870,rgb,3,864,True,0.8,center,umap_color,1,0,112,74,91,53,0.6151515151515151,330
F_20200220_1_0840_0870,rgb,8,864,True,0.8,center,umap_color,1,0,74,37,128,91,0.6121212121212121,330
F_20200220_1_0840_0870,rgb,13,864,True,0.8,center,umap_color,1,0,73,37,128,92,0.6090909090909091,330
F_20200220_1_0840_0870,rgb,18,864,True,0.8,center,umap_color,1,0,116,78,87,49,0.6151515151515151,330
F_20200220_1_0840_0870,rgb,23,864,True,0.8,center,umap_color,1,0,79,41,124,86,0.6151515151515151,330
F_20200220_1_0840_0870,rgb,28,864,True,0.8,center,umap_color,1,0,72,37,128,93,0.6060606060606061,330
F_20200220_1_0840_0870,rgb,33,864,True,0.8,center,umap_color,1,0,114,78,87,51,0.6090909090909091,330
F_20200220_1_0840_0870,rgb,38,864,True,0.8,center,umap_color,1,0,75,38,127,90,0.6121212121212121,330
F_20200220_1_0840_0870,rgb,43,864,True,0.8,center,umap_color,1,0,111,74,91,54,0.6121212121212121,330
F_20200220_1_0840_0870,rgb,48,864,True,0.8,center,umap_color,1,0,119,76,89,46,0.6303030303030303,330
F_20200220_1_0870_0900,h,3,800,True,0.8,center,umap_color,1,0,107,74,91,58,0.6,330
F_20200220_1_0870_0900,h,23,800,True,0.8,center,umap_color,1,0,108,81,84,57,0.5818181818181818,330
F_20200220_1_0870_0900,h,8,800,True,0.8,center,umap_color,1,0,108,83,82,57,0.5757575757575758,330
F_20200220_1_0870_0900,h,13,800,True,0.8,center,umap_color,1,0,109,84,81,56,0.5757575757575758,330
F_20200220_1_0870_0900,h,18,800,True,0.8,center,umap_color,1,0,110,83,82,55,0.5818181818181818,330
F_20200220_1_0870_0900,h,28,800,True,0.8,center,umap_color,1,0,108,76,89,57,0.5969696969696969,330
F_20200220_1_0870_0900,h,33,800,True,0.8,center,umap_color,1,0,110,84,81,55,0.5787878787878787,330
F_20200220_1_0870_0900,h,38,800,True,0.8,center,umap_color,1,0,108,81,84,57,0.5818181818181818,330
F_20200220_1_0870_0900,h,43,800,True,0.8,center,umap_color,1,0,108,82,83,57,0.5787878787878787,330
F_20200220_1_0870_0900,rgb,3,864,True,0.8,center,umap_color,1,0,105,66,99,60,0.6181818181818182,330
F_20200220_1_0870_0900,h,48,800,True,0.8,center,umap_color,1,0,108,82,83,57,0.5787878787878787,330
F_20200220_1_0870_0900,rgb,8,864,True,0.8,center,umap_color,1,0,107,80,85,58,0.5818181818181818,330
F_20200220_1_0870_0900,rgb,13,864,True,0.8,center,umap_color,1,0,108,80,85,57,0.5848484848484848,330
F_20200220_1_0870_0900,rgb,18,864,True,0.8,center,umap_color,1,0,107,80,85,58,0.5818181818181818,330
F_20200220_1_0870_0900,rgb,23,864,True,0.8,center,umap_color,1,0,107,79,86,58,0.5848484848484848,330
F_20200220_1_0870_0900,rgb,28,864,True,0.8,center,umap_color,1,0,107,80,85,58,0.5818181818181818,330
F_20200220_1_0870_0900,rgb,33,864,True,0.8,center,umap_color,1,0,107,82,83,58,0.5757575757575758,330
F_20200220_1_0870_0900,rgb,38,864,True,0.8,center,umap_color,1,0,109,85,80,56,0.5727272727272728,330
F_20200220_1_0870_0900,rgb,43,864,True,0.8,center,umap_color,1,0,106,72,93,59,0.603030303030303,330
F_20200220_1_0870_0900,rgb,48,864,True,0.8,center,umap_color,1,0,108,83,82,57,0.5757575757575758,330
F_20200220_1_0000_0030,h,13,800,True,1.0,center,umap_color,1,0,127,110,55,37,0.5531914893617021,329
F_20200220_1_0000_0030,h,23,800,True,1.0,center,umap_color,1,0,127,110,55,37,0.5531914893617021,329
F_20200220_1_0000_0030,h,8,800,True,1.0,center,umap_color,1,0,127,104,61,37,0.5714285714285714,329
F_20200220_1_0000_0030,h,18,800,True,1.0,center,umap_color,1,0,126,106,59,38,0.5623100303951368,329
F_20200220_1_0000_0030,h,3,800,True,1.0,center,umap_color,1,0,126,99,66,38,0.5835866261398176,329
F_20200220_1_0000_0030,h,33,800,True,1.0,center,umap_color,1,0,127,110,55,37,0.5531914893617021,329
F_20200220_1_0000_0030,h,38,800,True,1.0,center,umap_color,1,0,126,107,58,38,0.5592705167173252,329
F_20200220_1_0000_0030,h,28,800,True,1.0,center,umap_color,1,0,127,109,56,37,0.5562310030395137,329
F_20200220_1_0000_0030,h,43,800,True,1.0,center,umap_color,1,0,126,118,47,38,0.5258358662613982,329
F_20200220_1_0000_0030,rgb,3,864,True,1.0,center,umap_color,1,0,127,109,56,37,0.5562310030395137,329
F_20200220_1_0000_0030,h,48,800,True,1.0,center,umap_color,1,0,127,109,56,37,0.5562310030395137,329
F_20200220_1_0000_0030,rgb,8,864,True,1.0,center,umap_color,1,0,127,29,136,37,0.7993920972644377,329
F_20200220_1_0000_0030,rgb,13,864,True,1.0,center,umap_color,1,0,127,107,58,37,0.5623100303951368,329
F_20200220_1_0000_0030,rgb,18,864,True,1.0,center,umap_color,1,0,127,110,55,37,0.5531914893617021,329
F_20200220_1_0000_0030,rgb,23,864,True,1.0,center,umap_color,1,0,127,105,60,37,0.5683890577507599,329
F_20200220_1_0000_0030,rgb,28,864,True,1.0,center,umap_color,1,0,127,105,60,37,0.5683890577507599,329
F_20200220_1_0000_0030,rgb,33,864,True,1.0,center,umap_color,1,0,127,107,58,37,0.5623100303951368,329
F_20200220_1_0000_0030,rgb,38,864,True,1.0,center,umap_color,1,0,126,110,55,38,0.5501519756838906,329
F_20200220_1_0000_0030,rgb,43,864,True,1.0,center,umap_color,1,0,127,110,55,37,0.5531914893617021,329
F_20200220_1_0000_0030,rgb,48,864,True,1.0,center,umap_color,1,0,127,108,57,37,0.5592705167173252,329
F_20200220_1_0030_0060,h,18,800,True,1.0,center,umap_color,1,0,63,62,103,102,0.503030303030303,330
F_20200220_1_0030_0060,h,23,800,True,1.0,center,umap_color,1,0,66,64,101,99,0.5060606060606061,330
F_20200220_1_0030_0060,h,8,800,True,1.0,center,umap_color,1,0,66,62,103,99,0.5121212121212121,330
F_20200220_1_0030_0060,h,3,800,True,1.0,center,umap_color,1,0,77,20,145,88,0.6727272727272727,330
F_20200220_1_0030_0060,h,13,800,True,1.0,center,umap_color,1,0,104,103,62,61,0.503030303030303,330
F_20200220_1_0030_0060,h,28,800,True,1.0,center,umap_color,1,0,64,64,101,101,0.5,330
F_20200220_1_0030_0060,h,33,800,True,1.0,center,umap_color,1,0,104,103,62,61,0.503030303030303,330
F_20200220_1_0030_0060,h,38,800,True,1.0,center,umap_color,1,0,64,62,103,101,0.5060606060606061,330
F_20200220_1_0030_0060,h,43,800,True,1.0,center,umap_color,1,0,66,65,100,99,0.503030303030303,330
F_20200220_1_0030_0060,h,48,800,True,1.0,center,umap_color,1,0,62,62,103,103,0.5,330
F_20200220_1_0030_0060,rgb,3,864,True,1.0,center,umap_color,1,0,85,67,98,80,0.5545454545454546,330
F_20200220_1_0030_0060,rgb,8,864,True,1.0,center,umap_color,1,0,62,62,103,103,0.5,330
F_20200220_1_0030_0060,rgb,13,864,True,1.0,center,umap_color,1,0,82,63,102,83,0.5575757575757576,330
F_20200220_1_0030_0060,rgb,18,864,True,1.0,center,umap_color,1,0,65,64,101,100,0.503030303030303,330
F_20200220_1_0030_0060,rgb,23,864,True,1.0,center,umap_color,1,0,64,63,102,101,0.503030303030303,330
F_20200220_1_0030_0060,rgb,28,864,True,1.0,center,umap_color,1,0,65,64,101,100,0.503030303030303,330
F_20200220_1_0030_0060,rgb,33,864,True,1.0,center,umap_color,1,0,90,69,96,75,0.5636363636363636,330
F_20200220_1_0030_0060,rgb,38,864,True,1.0,center,umap_color,1,0,15,1,164,150,0.5424242424242425,330
F_20200220_1_0030_0060,rgb,43,864,True,1.0,center,umap_color,1,0,63,62,103,102,0.503030303030303,330
F_20200220_1_0030_0060,rgb,48,864,True,1.0,center,umap_color,1,0,65,64,101,100,0.503030303030303,330
F_20200220_1_0060_0090,h,8,800,True,1.0,center,umap_color,1,0,92,89,76,73,0.509090909090909,330
F_20200220_1_0060_0090,h,3,800,True,1.0,center,umap_color,1,0,90,88,77,75,0.5060606060606061,330
F_20200220_1_0060_0090,h,18,800,True,1.0,center,umap_color,1,0,91,89,76,74,0.5060606060606061,330
F_20200220_1_0060_0090,h,23,800,True,1.0,center,umap_color,1,0,94,89,76,71,0.5151515151515151,330
F_20200220_1_0060_0090,h,13,800,True,1.0,center,umap_color,1,0,90,88,77,75,0.5060606060606061,330
F_20200220_1_0060_0090,h,28,800,True,1.0,center,umap_color,1,0,91,88,77,74,0.509090909090909,330
F_20200220_1_0060_0090,h,38,800,True,1.0,center,umap_color,1,0,91,89,76,74,0.5060606060606061,330
F_20200220_1_0060_0090,h,33,800,True,1.0,center,umap_color,1,0,92,89,76,73,0.509090909090909,330
F_20200220_1_0060_0090,h,43,800,True,1.0,center,umap_color,1,0,90,88,77,75,0.5060606060606061,330
F_20200220_1_0060_0090,h,48,800,True,1.0,center,umap_color,1,0,90,89,76,75,0.503030303030303,330
F_20200220_1_0060_0090,rgb,3,864,True,1.0,center,umap_color,1,0,77,77,88,88,0.5,330
F_20200220_1_0060_0090,rgb,8,864,True,1.0,center,umap_color,1,0,90,89,76,75,0.503030303030303,330
F_20200220_1_0060_0090,rgb,13,864,True,1.0,center,umap_color,1,0,76,76,89,89,0.5,330
F_20200220_1_0060_0090,rgb,18,864,True,1.0,center,umap_color,1,0,76,76,89,89,0.5,330
F_20200220_1_0060_0090,rgb,23,864,True,1.0,center,umap_color,1,0,90,89,76,75,0.503030303030303,330
F_20200220_1_0060_0090,rgb,28,864,True,1.0,center,umap_color,1,0,89,88,77,76,0.503030303030303,330
F_20200220_1_0060_0090,rgb,33,864,True,1.0,center,umap_color,1,0,77,77,88,88,0.5,330
F_20200220_1_0060_0090,rgb,38,864,True,1.0,center,umap_color,1,0,77,77,88,88,0.5,330
F_20200220_1_0060_0090,rgb,43,864,True,1.0,center,umap_color,1,0,77,76,89,88,0.503030303030303,330
F_20200220_1_0060_0090,rgb,48,864,True,1.0,center,umap_color,1,0,89,88,77,76,0.503030303030303,330
F_20200220_1_0090_0120,h,3,800,True,1.0,center,umap_color,1,0,95,85,80,70,0.5303030303030303,330
F_20200220_1_0090_0120,h,33,800,True,1.0,center,umap_color,1,0,98,86,79,67,0.5363636363636364,330
F_20200220_1_0090_0120,h,8,800,True,1.0,center,umap_color,1,0,98,86,79,67,0.5363636363636364,330
F_20200220_1_0090_0120,h,23,800,True,1.0,center,umap_color,1,0,96,86,79,69,0.5303030303030303,330
F_20200220_1_0090_0120,h,38,800,True,1.0,center,umap_color,1,0,97,86,79,68,0.5333333333333333,330
F_20200220_1_0090_0120,h,18,800,True,1.0,center,umap_color,1,0,97,86,79,68,0.5333333333333333,330
F_20200220_1_0090_0120,h,13,800,True,1.0,center,umap_color,1,0,97,86,79,68,0.5333333333333333,330
F_20200220_1_0090_0120,h,28,800,True,1.0,center,umap_color,1,0,98,86,79,67,0.5363636363636364,330
F_20200220_1_0090_0120,h,43,800,True,1.0,center,umap_color,1,0,95,86,79,70,0.5272727272727272,330
F_20200220_1_0090_0120,h,48,800,True,1.0,center,umap_color,1,0,98,86,79,67,0.5363636363636364,330
F_20200220_1_0090_0120,rgb,3,864,True,1.0,center,umap_color,1,0,98,86,79,67,0.5363636363636364,330
F_20200220_1_0090_0120,rgb,8,864,True,1.0,center,umap_color,1,0,97,86,79,68,0.5333333333333333,330
F_20200220_1_0090_0120,rgb,13,864,True,1.0,center,umap_color,1,0,99,86,79,66,0.5393939393939394,330
F_20200220_1_0090_0120,rgb,18,864,True,1.0,center,umap_color,1,0,97,86,79,68,0.5333333333333333,330
F_20200220_1_0090_0120,rgb,23,864,True,1.0,center,umap_color,1,0,98,86,79,67,0.5363636363636364,330
F_20200220_1_0090_0120,rgb,28,864,True,1.0,center,umap_color,1,0,97,86,79,68,0.5333333333333333,330
F_20200220_1_0090_0120,rgb,33,864,True,1.0,center,umap_color,1,0,98,86,79,67,0.5363636363636364,330
F_20200220_1_0090_0120,rgb,38,864,True,1.0,center,umap_color,1,0,97,86,79,68,0.5333333333333333,330
F_20200220_1_0090_0120,rgb,43,864,True,1.0,center,umap_color,1,0,97,86,79,68,0.5333333333333333,330
F_20200220_1_0090_0120,rgb,48,864,True,1.0,center,umap_color,1,0,98,86,79,67,0.5363636363636364,330
F_20200220_1_0120_0150,h,3,800,True,1.0,center,umap_color,1,0,100,100,65,65,0.5,330
F_20200220_1_0120_0150,h,28,800,True,1.0,center,umap_color,1,0,99,97,68,66,0.5060606060606061,330
F_20200220_1_0120_0150,h,8,800,True,1.0,center,umap_color,1,0,104,99,66,61,0.5151515151515151,330
F_20200220_1_0120_0150,h,13,800,True,1.0,center,umap_color,1,0,100,96,69,65,0.5121212121212121,330
F_20200220_1_0120_0150,h,18,800,True,1.0,center,umap_color,1,0,109,103,62,56,0.5181818181818182,330
F_20200220_1_0120_0150,h,23,800,True,1.0,center,umap_color,1,0,100,96,69,65,0.5121212121212121,330
F_20200220_1_0120_0150,h,38,800,True,1.0,center,umap_color,1,0,99,98,67,66,0.503030303030303,330
F_20200220_1_0120_0150,h,33,800,True,1.0,center,umap_color,1,0,99,97,68,66,0.5060606060606061,330
F_20200220_1_0120_0150,h,43,800,True,1.0,center,umap_color,1,0,97,95,70,68,0.5060606060606061,330
F_20200220_1_0120_0150,rgb,3,864,True,1.0,center,umap_color,1,0,76,70,95,89,0.5181818181818182,330
F_20200220_1_0120_0150,h,48,800,True,1.0,center,umap_color,1,0,100,96,69,65,0.5121212121212121,330
F_20200220_1_0120_0150,rgb,8,864,True,1.0,center,umap_color,1,0,109,101,64,56,0.5242424242424243,330
F_20200220_1_0120_0150,rgb,13,864,True,1.0,center,umap_color,1,0,100,97,68,65,0.509090909090909,330
F_20200220_1_0120_0150,rgb,18,864,True,1.0,center,umap_color,1,0,105,100,65,60,0.5151515151515151,330
F_20200220_1_0120_0150,rgb,23,864,True,1.0,center,umap_color,1,0,99,95,70,66,0.5121212121212121,330
F_20200220_1_0120_0150,rgb,28,864,True,1.0,center,umap_color,1,0,77,71,94,88,0.5181818181818182,330
F_20200220_1_0120_0150,rgb,33,864,True,1.0,center,umap_color,1,0,76,72,93,89,0.5121212121212121,330
F_20200220_1_0120_0150,rgb,43,864,True,1.0,center,umap_color,1,0,100,96,69,65,0.5121212121212121,330
F_20200220_1_0120_0150,rgb,38,864,True,1.0,center,umap_color,1,0,99,97,68,66,0.5060606060606061,330
F_20200220_1_0120_0150,rgb,48,864,True,1.0,center,umap_color,1,0,75,72,93,90,0.509090909090909,330
F_20200220_1_0150_0180,h,3,800,True,1.0,center,umap_color,1,0,44,40,59,55,0.5202020202020202,198
F_20200220_1_0150_0180,h,18,800,True,1.0,center,umap_color,1,0,44,40,59,55,0.5202020202020202,198
F_20200220_1_0150_0180,h,8,800,True,1.0,center,umap_color,1,0,44,40,59,55,0.5202020202020202,198
F_20200220_1_0150_0180,h,23,800,True,1.0,center,umap_color,1,0,44,40,59,55,0.5202020202020202,198
F_20200220_1_0150_0180,h,28,800,True,1.0,center,umap_color,1,0,44,40,59,55,0.5202020202020202,198
F_20200220_1_0150_0180,h,33,800,True,1.0,center,umap_color,1,0,44,40,59,55,0.5202020202020202,198
F_20200220_1_0150_0180,h,13,800,True,1.0,center,umap_color,1,0,44,40,59,55,0.5202020202020202,198
F_20200220_1_0150_0180,h,38,800,True,1.0,center,umap_color,1,0,44,40,59,55,0.5202020202020202,198
F_20200220_1_0150_0180,h,43,800,True,1.0,center,umap_color,1,0,44,40,59,55,0.5202020202020202,198
F_20200220_1_0150_0180,h,48,800,True,1.0,center,umap_color,1,0,44,40,59,55,0.5202020202020202,198
F_20200220_1_0150_0180,rgb,3,864,True,1.0,center,umap_color,1,0,44,40,59,55,0.5202020202020202,198
F_20200220_1_0150_0180,rgb,8,864,True,1.0,center,umap_color,1,0,44,40,59,55,0.5202020202020202,198
F_20200220_1_0150_0180,rgb,13,864,True,1.0,center,umap_color,1,0,44,40,59,55,0.5202020202020202,198
F_20200220_1_0150_0180,rgb,18,864,True,1.0,center,umap_color,1,0,44,40,59,55,0.5202020202020202,198
F_20200220_1_0150_0180,rgb,23,864,True,1.0,center,umap_color,1,0,44,40,59,55,0.5202020202020202,198
F_20200220_1_0150_0180,rgb,28,864,True,1.0,center,umap_color,1,0,44,40,59,55,0.5202020202020202,198
F_20200220_1_0150_0180,rgb,33,864,True,1.0,center,umap_color,1,0,44,40,59,55,0.5202020202020202,198
F_20200220_1_0150_0180,rgb,38,864,True,1.0,center,umap_color,1,0,44,40,59,55,0.5202020202020202,198
F_20200220_1_0150_0180,rgb,43,864,True,1.0,center,umap_color,1,0,44,40,59,55,0.5202020202020202,198
F_20200220_1_0150_0180,rgb,48,864,True,1.0,center,umap_color,1,0,44,40,59,55,0.5202020202020202,198
F_20200220_1_0330_0360,h,3,800,True,1.0,center,umap_color,1,0,69,51,81,63,0.5681818181818182,264
F_20200220_1_0330_0360,h,13,800,True,1.0,center,umap_color,1,0,70,51,81,62,0.571969696969697,264
F_20200220_1_0330_0360,h,8,800,True,1.0,center,umap_color,1,0,69,49,83,63,0.5757575757575758,264
F_20200220_1_0330_0360,h,38,800,True,1.0,center,umap_color,1,0,69,49,83,63,0.5757575757575758,264
F_20200220_1_0330_0360,h,18,800,True,1.0,center,umap_color,1,0,67,50,82,65,0.5643939393939394,264
F_20200220_1_0330_0360,h,28,800,True,1.0,center,umap_color,1,0,70,51,81,62,0.571969696969697,264
F_20200220_1_0330_0360,h,23,800,True,1.0,center,umap_color,1,0,70,49,83,62,0.5795454545454546,264
F_20200220_1_0330_0360,h,33,800,True,1.0,center,umap_color,1,0,70,50,82,62,0.5757575757575758,264
F_20200220_1_0330_0360,h,43,800,True,1.0,center,umap_color,1,0,69,49,83,63,0.5757575757575758,264
F_20200220_1_0330_0360,h,48,800,True,1.0,center,umap_color,1,0,70,49,83,62,0.5795454545454546,264
F_20200220_1_0330_0360,rgb,3,864,True,1.0,center,umap_color,1,0,71,50,82,61,0.5795454545454546,264
F_20200220_1_0330_0360,rgb,8,864,True,1.0,center,umap_color,1,0,70,50,82,62,0.5757575757575758,264
F_20200220_1_0330_0360,rgb,13,864,True,1.0,center,umap_color,1,0,70,49,83,62,0.5795454545454546,264
F_20200220_1_0330_0360,rgb,18,864,True,1.0,center,umap_color,1,0,70,49,83,62,0.5795454545454546,264
F_20200220_1_0330_0360,rgb,23,864,True,1.0,center,umap_color,1,0,69,49,83,63,0.5757575757575758,264
F_20200220_1_0330_0360,rgb,28,864,True,1.0,center,umap_color,1,0,68,49,83,64,0.571969696969697,264
F_20200220_1_0330_0360,rgb,33,864,True,1.0,center,umap_color,1,0,70,49,83,62,0.5795454545454546,264
F_20200220_1_0330_0360,rgb,38,864,True,1.0,center,umap_color,1,0,70,49,83,62,0.5795454545454546,264
F_20200220_1_0330_0360,rgb,43,864,True,1.0,center,umap_color,1,0,69,51,81,63,0.5681818181818182,264
F_20200220_1_0330_0360,rgb,48,864,True,1.0,center,umap_color,1,0,70,50,82,62,0.5757575757575758,264
F_20200220_1_0360_0390,h,13,800,True,1.0,center,umap_color,1,0,92,81,84,73,0.5333333333333333,330
F_20200220_1_0360_0390,h,8,800,True,1.0,center,umap_color,1,0,91,81,84,74,0.5303030303030303,330
F_20200220_1_0360_0390,h,18,800,True,1.0,center,umap_color,1,0,91,81,84,74,0.5303030303030303,330
F_20200220_1_0360_0390,h,3,800,True,1.0,center,umap_color,1,0,93,78,87,72,0.5454545454545454,330
F_20200220_1_0360_0390,h,33,800,True,1.0,center,umap_color,1,0,92,82,83,73,0.5303030303030303,330
F_20200220_1_0360_0390,h,28,800,True,1.0,center,umap_color,1,0,103,84,81,62,0.5575757575757576,330
F_20200220_1_0360_0390,h,23,800,True,1.0,center,umap_color,1,0,95,85,80,70,0.5303030303030303,330
F_20200220_1_0360_0390,h,38,800,True,1.0,center,umap_color,1,0,102,86,79,63,0.5484848484848485,330
F_20200220_1_0360_0390,h,43,800,True,1.0,center,umap_color,1,0,91,79,86,74,0.5363636363636364,330
F_20200220_1_0360_0390,h,48,800,True,1.0,center,umap_color,1,0,104,87,78,61,0.5515151515151515,330
F_20200220_1_0360_0390,rgb,3,864,True,1.0,center,umap_color,1,0,94,83,82,71,0.5333333333333333,330
F_20200220_1_0360_0390,rgb,8,864,True,1.0,center,umap_color,1,0,96,81,84,69,0.5454545454545454,330
F_20200220_1_0360_0390,rgb,13,864,True,1.0,center,umap_color,1,0,94,79,86,71,0.5454545454545454,330
F_20200220_1_0360_0390,rgb,18,864,True,1.0,center,umap_color,1,0,96,82,83,69,0.5424242424242425,330
F_20200220_1_0360_0390,rgb,23,864,True,1.0,center,umap_color,1,0,101,83,82,64,0.5545454545454546,330
